OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210105191043.000000000000000,Block 1043, Block Group 1, Census Tract 105.19, Fulton County, Georgia,2,2,0,0,0,0,0,0
-1,131210105201001.000000000000000,Block 1001, Block Group 1, Census Tract 105.20, Fulton County, Georgia,2,2,0,0,0,0,0,0
-1,131210105203014.000000000000000,Block 3014, Block Group 3, Census Tract 105.20, Fulton County, Georgia,2,0,2,1,0,0,0,1
-1,131210105212003.000000000000000,Block 2003, Block Group 2, Census Tract 105.21, Fulton County, Georgia,2,0,2,1,0,1,0,1
-1,131210105274007.000000000000000,Block 4007, Block Group 4, Census Tract 105.27, Fulton County, Georgia,2,2,0,0,0,0,0,0
-1,131210105351002.000000000000000,Block 1002, Block Group 1, Census Tract 105.35, Fulton County, Georgia,2,0,2,2,0,2,0,0
-1,131210105352019.000000000000000,Block 2019, Block Group 2, Census Tract 105.35, Fulton County, Georgia,2,0,2,2,1,1,0,0
-1,131210105362002.000000000000000,Block 2002, Block Group 2, Census Tract 105.36, Fulton County, Georgia,2,0,2,0,0,0,0,2
-1,131210105382028.000000000000000,Block 2028, Block Group 2, Census Tract 105.38, Fulton County, Georgia,2,1,1,0,0,0,0,1
-1,131210105402029.000000000000000,Block 2029, Block Group 2, Census Tract 105.40, Fulton County, Georgia,2,1,1,0,0,0,0,1
-1,131210111002012.000000000000000,Block 2012, Block Group 2, Census Tract 111, Fulton County, Georgia,2,1,1,1,1,0,0,0
-1,131210114451006.000000000000000,Block 1006, Block Group 1, Census Tract 114.45, Fulton County, Georgia,2,0,2,2,0,0,0,0
-1,131210118021013.000000000000000,Block 1013, Block Group 1, Census Tract 118.02, Fulton County, Georgia,2,0,2,2,0,2,0,0
-1,131210118021034.000000000000000,Block 1034, Block Group 1, Census Tract 118.02, Fulton County, Georgia,2,0,2,2,0,2,0,0
-1,131210120003043.000000000000000,Block 3043, Block Group 3, Census Tract 120, Fulton County, Georgia,2,1,1,1,1,0,0,0
-1,131210123002010.000000000000000,Block 2010, Block Group 2, Census Tract 123, Fulton County, Georgia,2,0,2,2,2,0,0,0
-1,131210023001005.000000000000000,Block 1005, Block Group 1, Census Tract 23, Fulton County, Georgia,1,0,1,1,1,0,0,0
-1,131210023002009.000000000000000,Block 2009, Block Group 2, Census Tract 23, Fulton County, Georgia,1,0,1,1,0,1,0,0
-1,131210023002011.000000000000000,Block 2011, Block Group 2, Census Tract 23, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210039002008.000000000000000,Block 2008, Block Group 2, Census Tract 39, Fulton County, Georgia,1,0,1,0,0,0,0,1
-1,131210067022016.000000000000000,Block 2016, Block Group 2, Census Tract 67.02, Fulton County, Georgia,1,0,1,1,0,0,1,0
-1,131210068011002.000000000000000,Block 1002, Block Group 1, Census Tract 68.01, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210086012024.000000000000000,Block 2024, Block Group 2, Census Tract 86.01, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210103092006.000000000000000,Block 2006, Block Group 2, Census Tract 103.09, Fulton County, Georgia,1,0,1,0,0,0,0,1
-1,131210103133013.000000000000000,Block 3013, Block Group 3, Census Tract 103.13, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210104022017.000000000000000,Block 2017, Block Group 2, Census Tract 104.02, Fulton County, Georgia,1,0,1,1,1,0,0,0
-1,131210104023048.000000000000000,Block 3048, Block Group 3, Census Tract 104.02, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210112023018.000000000000000,Block 3018, Block Group 3, Census Tract 112.02, Fulton County, Georgia,1,1,0,0,0,0,0,0
-1,131210118021014.000000000000000,Block 1014, Block Group 1, Census Tract 118.02, Fulton County, Georgia,1,0,1,1,0,1,0,0
-1,131210123002011.000000000000000,Block 2011, Block Group 2, Census Tract 123, Fulton County, Georgia,1,0,1,1,0,1,0,0
-1,131210001002009.000000000000000,Block 2009, Block Group 2, Census Tract 1, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210001004006.000000000000000,Block 4006, Block Group 4, Census Tract 1, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210001004011.000000000000000,Block 4011, Block Group 4, Census Tract 1, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210001004016.000000000000000,Block 4016, Block Group 4, Census Tract 1, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210001004018.000000000000000,Block 4018, Block Group 4, Census Tract 1, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002011005.000000000000000,Block 1005, Block Group 1, Census Tract 2.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002011007.000000000000000,Block 1007, Block Group 1, Census Tract 2.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002011011.000000000000000,Block 1011, Block Group 1, Census Tract 2.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002022009.000000000000000,Block 2009, Block Group 2, Census Tract 2.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002023009.000000000000000,Block 3009, Block Group 3, Census Tract 2.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210002023012.000000000000000,Block 3012, Block Group 3, Census Tract 2.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001004.000000000000000,Block 1004, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001005.000000000000000,Block 1005, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001007.000000000000000,Block 1007, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001008.000000000000000,Block 1008, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001011.000000000000000,Block 1011, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001013.000000000000000,Block 1013, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001015.000000000000000,Block 1015, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004001016.000000000000000,Block 1016, Block Group 1, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002000.000000000000000,Block 2000, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002001.000000000000000,Block 2001, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002002.000000000000000,Block 2002, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002005.000000000000000,Block 2005, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002006.000000000000000,Block 2006, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002007.000000000000000,Block 2007, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210004002008.000000000000000,Block 2008, Block Group 2, Census Tract 4, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005011000.000000000000000,Block 1000, Block Group 1, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005011001.000000000000000,Block 1001, Block Group 1, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005011003.000000000000000,Block 1003, Block Group 1, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005011005.000000000000000,Block 1005, Block Group 1, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005011011.000000000000000,Block 1011, Block Group 1, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012000.000000000000000,Block 2000, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012002.000000000000000,Block 2002, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012005.000000000000000,Block 2005, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012006.000000000000000,Block 2006, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012007.000000000000000,Block 2007, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012008.000000000000000,Block 2008, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012009.000000000000000,Block 2009, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012014.000000000000000,Block 2014, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012015.000000000000000,Block 2015, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005012016.000000000000000,Block 2016, Block Group 2, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013000.000000000000000,Block 3000, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013001.000000000000000,Block 3001, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013005.000000000000000,Block 3005, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013006.000000000000000,Block 3006, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013007.000000000000000,Block 3007, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013008.000000000000000,Block 3008, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005013009.000000000000000,Block 3009, Block Group 3, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014000.000000000000000,Block 4000, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014002.000000000000000,Block 4002, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014006.000000000000000,Block 4006, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014007.000000000000000,Block 4007, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014008.000000000000000,Block 4008, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014009.000000000000000,Block 4009, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014010.000000000000000,Block 4010, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014012.000000000000000,Block 4012, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014013.000000000000000,Block 4013, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005014014.000000000000000,Block 4014, Block Group 4, Census Tract 5.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005021000.000000000000000,Block 1000, Block Group 1, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022000.000000000000000,Block 2000, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022001.000000000000000,Block 2001, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022002.000000000000000,Block 2002, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022003.000000000000000,Block 2003, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022004.000000000000000,Block 2004, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022005.000000000000000,Block 2005, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022006.000000000000000,Block 2006, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022007.000000000000000,Block 2007, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022008.000000000000000,Block 2008, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022009.000000000000000,Block 2009, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022010.000000000000000,Block 2010, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022011.000000000000000,Block 2011, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022012.000000000000000,Block 2012, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022013.000000000000000,Block 2013, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022014.000000000000000,Block 2014, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022019.000000000000000,Block 2019, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022030.000000000000000,Block 2030, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022036.000000000000000,Block 2036, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210005022037.000000000000000,Block 2037, Block Group 2, Census Tract 5.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011000.000000000000000,Block 1000, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011004.000000000000000,Block 1004, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011008.000000000000000,Block 1008, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011009.000000000000000,Block 1009, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011013.000000000000000,Block 1013, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011015.000000000000000,Block 1015, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006011016.000000000000000,Block 1016, Block Group 1, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006012006.000000000000000,Block 2006, Block Group 2, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006012007.000000000000000,Block 2007, Block Group 2, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006012008.000000000000000,Block 2008, Block Group 2, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006012011.000000000000000,Block 2011, Block Group 2, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006013016.000000000000000,Block 3016, Block Group 3, Census Tract 6.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006021005.000000000000000,Block 1005, Block Group 1, Census Tract 6.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006023003.000000000000000,Block 3003, Block Group 3, Census Tract 6.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006023004.000000000000000,Block 3004, Block Group 3, Census Tract 6.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006023005.000000000000000,Block 3005, Block Group 3, Census Tract 6.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210006023006.000000000000000,Block 3006, Block Group 3, Census Tract 6.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210007001001.000000000000000,Block 1001, Block Group 1, Census Tract 7, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210007001005.000000000000000,Block 1005, Block Group 1, Census Tract 7, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210007001008.000000000000000,Block 1008, Block Group 1, Census Tract 7, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210007001010.000000000000000,Block 1010, Block Group 1, Census Tract 7, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210007001022.000000000000000,Block 1022, Block Group 1, Census Tract 7, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010011000.000000000000000,Block 1000, Block Group 1, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010011010.000000000000000,Block 1010, Block Group 1, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012001.000000000000000,Block 2001, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012002.000000000000000,Block 2002, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012003.000000000000000,Block 2003, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012004.000000000000000,Block 2004, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012005.000000000000000,Block 2005, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012007.000000000000000,Block 2007, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012010.000000000000000,Block 2010, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012011.000000000000000,Block 2011, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012018.000000000000000,Block 2018, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012019.000000000000000,Block 2019, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012022.000000000000000,Block 2022, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012023.000000000000000,Block 2023, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012025.000000000000000,Block 2025, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012026.000000000000000,Block 2026, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012027.000000000000000,Block 2027, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012028.000000000000000,Block 2028, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010012029.000000000000000,Block 2029, Block Group 2, Census Tract 10.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021000.000000000000000,Block 1000, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021001.000000000000000,Block 1001, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021004.000000000000000,Block 1004, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021005.000000000000000,Block 1005, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021006.000000000000000,Block 1006, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021007.000000000000000,Block 1007, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021009.000000000000000,Block 1009, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021012.000000000000000,Block 1012, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021014.000000000000000,Block 1014, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021015.000000000000000,Block 1015, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010021016.000000000000000,Block 1016, Block Group 1, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022000.000000000000000,Block 2000, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022003.000000000000000,Block 2003, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022004.000000000000000,Block 2004, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022016.000000000000000,Block 2016, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022018.000000000000000,Block 2018, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022019.000000000000000,Block 2019, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022020.000000000000000,Block 2020, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022023.000000000000000,Block 2023, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210010022024.000000000000000,Block 2024, Block Group 2, Census Tract 10.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011011002.000000000000000,Block 1002, Block Group 1, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011011003.000000000000000,Block 1003, Block Group 1, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011013004.000000000000000,Block 3004, Block Group 3, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011013006.000000000000000,Block 3006, Block Group 3, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011013007.000000000000000,Block 3007, Block Group 3, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011013008.000000000000000,Block 3008, Block Group 3, Census Tract 11.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011022001.000000000000000,Block 2001, Block Group 2, Census Tract 11.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011022007.000000000000000,Block 2007, Block Group 2, Census Tract 11.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011022008.000000000000000,Block 2008, Block Group 2, Census Tract 11.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011022011.000000000000000,Block 2011, Block Group 2, Census Tract 11.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210011022012.000000000000000,Block 2012, Block Group 2, Census Tract 11.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012051004.000000000000000,Block 1004, Block Group 1, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012051005.000000000000000,Block 1005, Block Group 1, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012052001.000000000000000,Block 2001, Block Group 2, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012052002.000000000000000,Block 2002, Block Group 2, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012052003.000000000000000,Block 2003, Block Group 2, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012052004.000000000000000,Block 2004, Block Group 2, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012052008.000000000000000,Block 2008, Block Group 2, Census Tract 12.05, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012061004.000000000000000,Block 1004, Block Group 1, Census Tract 12.06, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012062000.000000000000000,Block 2000, Block Group 2, Census Tract 12.06, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012062001.000000000000000,Block 2001, Block Group 2, Census Tract 12.06, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210012062005.000000000000000,Block 2005, Block Group 2, Census Tract 12.06, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210013011013.000000000000000,Block 1013, Block Group 1, Census Tract 13.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210013021005.000000000000000,Block 1005, Block Group 1, Census Tract 13.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210013022000.000000000000000,Block 2000, Block Group 2, Census Tract 13.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210013022005.000000000000000,Block 2005, Block Group 2, Census Tract 13.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210014002008.000000000000000,Block 2008, Block Group 2, Census Tract 14, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210015011002.000000000000000,Block 1002, Block Group 1, Census Tract 15.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210015011005.000000000000000,Block 1005, Block Group 1, Census Tract 15.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210016002002.000000000000000,Block 2002, Block Group 2, Census Tract 16, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210016002005.000000000000000,Block 2005, Block Group 2, Census Tract 16, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210017011009.000000000000000,Block 1009, Block Group 1, Census Tract 17.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210017022004.000000000000000,Block 2004, Block Group 2, Census Tract 17.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210017022009.000000000000000,Block 2009, Block Group 2, Census Tract 17.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210018011004.000000000000000,Block 1004, Block Group 1, Census Tract 18.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210018012003.000000000000000,Block 2003, Block Group 2, Census Tract 18.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210018021001.000000000000000,Block 1001, Block Group 1, Census Tract 18.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210018021004.000000000000000,Block 1004, Block Group 1, Census Tract 18.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210018021005.000000000000000,Block 1005, Block Group 1, Census Tract 18.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019011004.000000000000000,Block 1004, Block Group 1, Census Tract 19.01, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021000.000000000000000,Block 1000, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021001.000000000000000,Block 1001, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021002.000000000000000,Block 1002, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021003.000000000000000,Block 1003, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
-1,131210019021004.000000000000000,Block 1004, Block Group 1, Census Tract 19.02, Fulton County, Georgia,0,0,0,0,0,0,0,0
