OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210007002000.000000000000000,Block 2000, Block Group 2, Census Tract 7, Fulton County, Georgia,2553,93,2460,2458,204,2246,0,2
-1,131210035002037.000000000000000,Block 2037, Block Group 2, Census Tract 35, Fulton County, Georgia,2425,547,1878,1877,439,1407,13,1
-1,131210076042000.000000000000000,Block 2000, Block Group 2, Census Tract 76.04, Fulton County, Georgia,2368,17,2351,2331,17,2314,0,20
-1,131210028011010.000000000000000,Block 1010, Block Group 1, Census Tract 28.01, Fulton County, Georgia,2082,132,1950,1880,415,1247,11,70
-1,131210116181000.000000000000000,Block 1000, Block Group 1, Census Tract 116.18, Fulton County, Georgia,2024,246,1778,1731,876,272,20,47
-1,131210114321001.000000000000000,Block 1001, Block Group 1, Census Tract 114.32, Fulton County, Georgia,1976,587,1389,1302,540,616,15,87
-1,131210068011001.000000000000000,Block 1001, Block Group 1, Census Tract 68.01, Fulton County, Georgia,1950,310,1640,1638,415,1209,0,2
-1,131210114244001.000000000000000,Block 4001, Block Group 4, Census Tract 114.24, Fulton County, Georgia,1944,128,1816,1752,1162,213,0,64
-1,131210116561000.000000000000000,Block 1000, Block Group 1, Census Tract 116.56, Fulton County, Georgia,1886,112,1774,1689,1082,87,30,85
-1,131210019011000.000000000000000,Block 1000, Block Group 1, Census Tract 19.01, Fulton County, Georgia,1864,109,1755,1644,1446,62,16,111
-1,131210100062004.000000000000000,Block 2004, Block Group 2, Census Tract 100.06, Fulton County, Georgia,1836,132,1704,1648,988,451,19,56
-1,131210116273000.000000000000000,Block 3000, Block Group 3, Census Tract 116.27, Fulton County, Georgia,1777,107,1670,1646,509,238,28,24
-1,131210101294000.000000000000000,Block 4000, Block Group 4, Census Tract 101.29, Fulton County, Georgia,1716,595,1121,1077,623,353,9,44
-1,131210101371000.000000000000000,Block 1000, Block Group 1, Census Tract 101.37, Fulton County, Georgia,1671,162,1509,1458,1145,206,22,51
-1,131210113092002.000000000000000,Block 2002, Block Group 2, Census Tract 113.09, Fulton County, Georgia,1670,37,1633,1615,68,1532,9,18
-1,131210102161000.000000000000000,Block 1000, Block Group 1, Census Tract 102.16, Fulton County, Georgia,1647,270,1377,1328,674,505,12,49
-1,131210114294000.000000000000000,Block 4000, Block Group 4, Census Tract 114.29, Fulton County, Georgia,1629,148,1481,1401,1010,134,5,80
-1,131210114401000.000000000000000,Block 1000, Block Group 1, Census Tract 114.40, Fulton County, Georgia,1624,99,1525,1476,1053,268,10,49
-1,131210116532000.000000000000000,Block 2000, Block Group 2, Census Tract 116.53, Fulton County, Georgia,1598,69,1529,1477,1021,177,10,52
-1,131210081032001.000000000000000,Block 2001, Block Group 2, Census Tract 81.03, Fulton County, Georgia,1575,39,1536,1521,10,1507,3,15
-1,131210116502000.000000000000000,Block 2000, Block Group 2, Census Tract 116.50, Fulton County, Georgia,1547,69,1478,1434,369,147,17,44
-1,131210096012001.000000000000000,Block 2001, Block Group 2, Census Tract 96.01, Fulton County, Georgia,1533,128,1405,1357,897,323,21,48
-1,131210116241000.000000000000000,Block 1000, Block Group 1, Census Tract 116.24, Fulton County, Georgia,1520,81,1439,1382,825,132,0,57
-1,131210100061000.000000000000000,Block 1000, Block Group 1, Census Tract 100.06, Fulton County, Georgia,1487,95,1392,1314,891,266,6,78
-1,131210116453002.000000000000000,Block 3002, Block Group 3, Census Tract 116.45, Fulton County, Georgia,1474,108,1366,1312,725,243,8,54
-1,131210114431000.000000000000000,Block 1000, Block Group 1, Census Tract 114.43, Fulton County, Georgia,1472,49,1423,1392,1035,40,5,31
-1,131210102122000.000000000000000,Block 2000, Block Group 2, Census Tract 102.12, Fulton County, Georgia,1462,1354,108,99,36,45,1,9
-1,131210077081001.000000000000000,Block 1001, Block Group 1, Census Tract 77.08, Fulton County, Georgia,1446,18,1428,1399,2,1397,0,29
-1,131210105223001.000000000000000,Block 3001, Block Group 3, Census Tract 105.22, Fulton County, Georgia,1435,28,1407,1397,11,1356,3,10
-1,131210010022007.000000000000000,Block 2007, Block Group 2, Census Tract 10.02, Fulton County, Georgia,1433,98,1335,1289,1124,57,0,46
-1,131210078103005.000000000000000,Block 3005, Block Group 3, Census Tract 78.10, Fulton County, Georgia,1398,10,1388,1372,5,1359,4,16
-1,131210103112005.000000000000000,Block 2005, Block Group 2, Census Tract 103.11, Fulton County, Georgia,1391,21,1370,1349,8,1341,0,21
-1,131210116302000.000000000000000,Block 2000, Block Group 2, Census Tract 116.30, Fulton County, Georgia,1368,139,1229,1183,693,186,8,46
-1,131210096041002.000000000000000,Block 1002, Block Group 1, Census Tract 96.04, Fulton County, Georgia,1349,160,1189,1162,834,230,9,27
-1,131210078081010.000000000000000,Block 1010, Block Group 1, Census Tract 78.08, Fulton County, Georgia,1344,0,1344,1325,0,1323,0,19
-1,131210010022015.000000000000000,Block 2015, Block Group 2, Census Tract 10.02, Fulton County, Georgia,1332,86,1246,1197,1046,26,4,49
-1,131210095042002.000000000000000,Block 2002, Block Group 2, Census Tract 95.04, Fulton County, Georgia,1313,107,1206,1146,747,334,2,60
-1,131210091061003.000000000000000,Block 1003, Block Group 1, Census Tract 91.06, Fulton County, Georgia,1311,143,1168,1105,585,415,9,63
-1,131210073012000.000000000000000,Block 2000, Block Group 2, Census Tract 73.01, Fulton County, Georgia,1302,35,1267,1258,4,1250,3,9
-1,131210105341001.000000000000000,Block 1001, Block Group 1, Census Tract 105.34, Fulton County, Georgia,1297,62,1235,1228,118,1075,3,7
-1,131210114211002.000000000000000,Block 1002, Block Group 1, Census Tract 114.21, Fulton County, Georgia,1275,564,711,682,222,436,9,29
-1,131210114384001.000000000000000,Block 4001, Block Group 4, Census Tract 114.38, Fulton County, Georgia,1272,464,808,768,345,349,11,40
-1,131210114173003.000000000000000,Block 3003, Block Group 3, Census Tract 114.17, Fulton County, Georgia,1264,83,1181,1134,938,94,7,47
-1,131210098032002.000000000000000,Block 2002, Block Group 2, Census Tract 98.03, Fulton County, Georgia,1261,56,1205,1171,724,398,11,34
-1,131210116353013.000000000000000,Block 3013, Block Group 3, Census Tract 116.35, Fulton County, Georgia,1252,26,1226,1210,85,73,12,16
-1,131210103102000.000000000000000,Block 2000, Block Group 2, Census Tract 103.10, Fulton County, Georgia,1247,16,1231,1209,21,1186,0,22
-1,131210116432001.000000000000000,Block 2001, Block Group 2, Census Tract 116.43, Fulton County, Georgia,1236,105,1131,1089,331,208,19,42
-1,131210116314000.000000000000000,Block 4000, Block Group 4, Census Tract 116.31, Fulton County, Georgia,1232,93,1139,1090,495,178,14,49
-1,131210116581000.000000000000000,Block 1000, Block Group 1, Census Tract 116.58, Fulton County, Georgia,1232,89,1143,1103,642,169,10,40
-1,131210092021000.000000000000000,Block 1000, Block Group 1, Census Tract 92.02, Fulton County, Georgia,1224,92,1132,1083,665,291,8,49
-1,131210096071000.000000000000000,Block 1000, Block Group 1, Census Tract 96.07, Fulton County, Georgia,1222,15,1207,1202,1154,36,0,5
-1,131210090012001.000000000000000,Block 2001, Block Group 2, Census Tract 90.01, Fulton County, Georgia,1218,115,1103,1063,647,296,2,40
-1,131210113105000.000000000000000,Block 5000, Block Group 5, Census Tract 113.10, Fulton County, Georgia,1215,147,1068,1046,25,1014,4,22
-1,131210101263000.000000000000000,Block 3000, Block Group 3, Census Tract 101.26, Fulton County, Georgia,1213,299,914,876,325,329,1,38
-1,131210118011000.000000000000000,Block 1000, Block Group 1, Census Tract 118.01, Fulton County, Georgia,1212,55,1157,1125,370,584,0,32
-1,131210105192011.000000000000000,Block 2011, Block Group 2, Census Tract 105.19, Fulton County, Georgia,1210,26,1184,1169,51,1115,0,15
-1,131210114392000.000000000000000,Block 2000, Block Group 2, Census Tract 114.39, Fulton County, Georgia,1206,253,953,921,418,414,1,32
-1,131210115121002.000000000000000,Block 1002, Block Group 1, Census Tract 115.12, Fulton County, Georgia,1191,43,1148,1118,998,69,0,30
-1,131210114303000.000000000000000,Block 3000, Block Group 3, Census Tract 114.30, Fulton County, Georgia,1186,630,556,546,150,338,19,10
-1,131210116242002.000000000000000,Block 2002, Block Group 2, Census Tract 116.24, Fulton County, Georgia,1186,41,1145,1078,727,73,1,67
-1,131210114322000.000000000000000,Block 2000, Block Group 2, Census Tract 114.32, Fulton County, Georgia,1180,214,966,931,529,295,12,35
-1,131210092012003.000000000000000,Block 2003, Block Group 2, Census Tract 92.01, Fulton County, Georgia,1178,537,641,632,251,290,3,9
-1,131210105362009.000000000000000,Block 2009, Block Group 2, Census Tract 105.36, Fulton County, Georgia,1178,32,1146,1121,26,1071,15,25
-1,131210116433002.000000000000000,Block 3002, Block Group 3, Census Tract 116.43, Fulton County, Georgia,1177,165,1012,992,241,168,8,20
-1,131210114432003.000000000000000,Block 2003, Block Group 2, Census Tract 114.43, Fulton County, Georgia,1162,54,1108,1086,411,159,1,22
-1,131210114262000.000000000000000,Block 2000, Block Group 2, Census Tract 114.26, Fulton County, Georgia,1154,41,1113,1060,818,59,8,53
-1,131210116582000.000000000000000,Block 2000, Block Group 2, Census Tract 116.58, Fulton County, Georgia,1150,105,1045,1018,464,218,19,27
-1,131210114213000.000000000000000,Block 3000, Block Group 3, Census Tract 114.21, Fulton County, Georgia,1144,533,611,586,293,198,11,25
-1,131210105352001.000000000000000,Block 2001, Block Group 2, Census Tract 105.35, Fulton County, Georgia,1143,114,1029,1006,113,885,1,23
-1,131210116522000.000000000000000,Block 2000, Block Group 2, Census Tract 116.52, Fulton County, Georgia,1123,85,1038,1018,504,123,4,20
-1,131210114352000.000000000000000,Block 2000, Block Group 2, Census Tract 114.35, Fulton County, Georgia,1122,168,954,917,651,213,21,37
-1,131210096072000.000000000000000,Block 2000, Block Group 2, Census Tract 96.07, Fulton County, Georgia,1121,87,1034,1007,682,209,2,27
-1,131210011013009.000000000000000,Block 3009, Block Group 3, Census Tract 11.01, Fulton County, Georgia,1101,95,1006,978,740,98,10,28
-1,131210102131000.000000000000000,Block 1000, Block Group 1, Census Tract 102.13, Fulton County, Georgia,1099,130,969,919,338,481,9,50
-1,131210102192000.000000000000000,Block 2000, Block Group 2, Census Tract 102.19, Fulton County, Georgia,1099,90,1009,959,383,462,18,50
-1,131210101302005.000000000000000,Block 2005, Block Group 2, Census Tract 101.30, Fulton County, Georgia,1097,48,1049,1011,510,190,10,38
-1,131210101305000.000000000000000,Block 5000, Block Group 5, Census Tract 101.30, Fulton County, Georgia,1096,28,1068,1059,247,92,0,9
-1,131210116493009.000000000000000,Block 3009, Block Group 3, Census Tract 116.49, Fulton County, Georgia,1096,45,1051,1029,369,64,1,22
-1,131210105202000.000000000000000,Block 2000, Block Group 2, Census Tract 105.20, Fulton County, Georgia,1094,9,1085,1073,55,1006,3,12
-1,131210101063000.000000000000000,Block 3000, Block Group 3, Census Tract 101.06, Fulton County, Georgia,1092,106,986,938,535,349,6,48
-1,131210086011000.000000000000000,Block 1000, Block Group 1, Census Tract 86.01, Fulton County, Georgia,1089,11,1078,1066,0,1065,0,12
-1,131210101333006.000000000000000,Block 3006, Block Group 3, Census Tract 101.33, Fulton County, Georgia,1088,98,990,955,455,298,2,35
-1,131210005013012.000000000000000,Block 3012, Block Group 3, Census Tract 5.01, Fulton County, Georgia,1087,97,990,952,528,253,9,38
-1,131210028022004.000000000000000,Block 2004, Block Group 2, Census Tract 28.02, Fulton County, Georgia,1071,82,989,952,272,531,9,37
-1,131210103152008.000000000000000,Block 2008, Block Group 2, Census Tract 103.15, Fulton County, Georgia,1070,18,1052,1028,1,1020,1,24
-1,131210114342000.000000000000000,Block 2000, Block Group 2, Census Tract 114.34, Fulton County, Georgia,1064,210,854,824,540,192,6,30
-1,131210114391000.000000000000000,Block 1000, Block Group 1, Census Tract 114.39, Fulton County, Georgia,1062,66,996,975,893,52,0,21
-1,131210102193000.000000000000000,Block 3000, Block Group 3, Census Tract 102.19, Fulton County, Georgia,1060,168,892,831,360,419,4,61
-1,131210114332000.000000000000000,Block 2000, Block Group 2, Census Tract 114.33, Fulton County, Georgia,1059,46,1013,978,786,76,1,35
-1,131210114392006.000000000000000,Block 2006, Block Group 2, Census Tract 114.39, Fulton County, Georgia,1056,39,1017,980,866,43,5,37
-1,131210028011009.000000000000000,Block 1009, Block Group 1, Census Tract 28.01, Fulton County, Georgia,1051,82,969,927,237,556,6,42
-1,131210103141000.000000000000000,Block 1000, Block Group 1, Census Tract 103.14, Fulton County, Georgia,1039,12,1027,1011,12,992,4,16
-1,131210116281000.000000000000000,Block 1000, Block Group 1, Census Tract 116.28, Fulton County, Georgia,1036,47,989,967,430,159,3,22
-1,131210116321001.000000000000000,Block 1001, Block Group 1, Census Tract 116.32, Fulton County, Georgia,1021,65,956,936,179,173,5,20
-1,131210105272000.000000000000000,Block 2000, Block Group 2, Census Tract 105.27, Fulton County, Georgia,1010,62,948,924,12,906,5,24
-1,131210116431005.000000000000000,Block 1005, Block Group 1, Census Tract 116.43, Fulton County, Georgia,1010,76,934,903,406,207,6,31
-1,131210105242000.000000000000000,Block 2000, Block Group 2, Census Tract 105.24, Fulton County, Georgia,999,14,985,974,0,967,0,11
-1,131210116402002.000000000000000,Block 2002, Block Group 2, Census Tract 116.40, Fulton County, Georgia,995,122,873,844,644,108,12,29
-1,131210116371001.000000000000000,Block 1001, Block Group 1, Census Tract 116.37, Fulton County, Georgia,992,50,942,898,663,67,0,44
-1,131210101173000.000000000000000,Block 3000, Block Group 3, Census Tract 101.17, Fulton County, Georgia,987,127,860,834,318,430,9,26
-1,131210078064001.000000000000000,Block 4001, Block Group 4, Census Tract 78.06, Fulton County, Georgia,974,2,972,969,3,963,0,3
-1,131210103063013.000000000000000,Block 3013, Block Group 3, Census Tract 103.06, Fulton County, Georgia,967,24,943,915,16,887,1,28
-1,131210114232000.000000000000000,Block 2000, Block Group 2, Census Tract 114.23, Fulton County, Georgia,967,53,914,902,834,22,1,12
-1,131210094071000.000000000000000,Block 1000, Block Group 1, Census Tract 94.07, Fulton County, Georgia,964,101,863,812,431,292,6,51
-1,131210101292000.000000000000000,Block 2000, Block Group 2, Census Tract 101.29, Fulton County, Georgia,960,176,784,740,390,250,11,44
-1,131210011022003.000000000000000,Block 2003, Block Group 2, Census Tract 11.02, Fulton County, Georgia,954,62,892,864,629,114,3,28
-1,131210012063001.000000000000000,Block 3001, Block Group 3, Census Tract 12.06, Fulton County, Georgia,950,81,869,806,584,62,9,63
-1,131210113063001.000000000000000,Block 3001, Block Group 3, Census Tract 113.06, Fulton County, Georgia,948,16,932,924,3,921,0,8
-1,131210105173006.000000000000000,Block 3006, Block Group 3, Census Tract 105.17, Fulton County, Georgia,938,15,923,919,17,901,0,4
-1,131210101171001.000000000000000,Block 1001, Block Group 1, Census Tract 101.17, Fulton County, Georgia,936,121,815,794,247,294,10,21
-1,131210116443000.000000000000000,Block 3000, Block Group 3, Census Tract 116.44, Fulton County, Georgia,935,103,832,800,391,203,3,32
-1,131210116601001.000000000000000,Block 1001, Block Group 1, Census Tract 116.60, Fulton County, Georgia,935,90,845,830,459,167,6,15
-1,131210116474006.000000000000000,Block 4006, Block Group 4, Census Tract 116.47, Fulton County, Georgia,929,351,578,556,340,162,8,22
-1,131210105253000.000000000000000,Block 3000, Block Group 3, Census Tract 105.25, Fulton County, Georgia,928,29,899,896,14,876,2,3
-1,131210105332006.000000000000000,Block 2006, Block Group 2, Census Tract 105.33, Fulton County, Georgia,928,8,920,909,11,885,13,11
-1,131210114333000.000000000000000,Block 3000, Block Group 3, Census Tract 114.33, Fulton County, Georgia,928,76,852,796,615,116,10,56
-1,131210114233001.000000000000000,Block 3001, Block Group 3, Census Tract 114.23, Fulton County, Georgia,925,73,852,824,620,153,10,28
-1,131210073022000.000000000000000,Block 2000, Block Group 2, Census Tract 73.02, Fulton County, Georgia,923,12,911,893,11,879,3,18
-1,131210116384000.000000000000000,Block 4000, Block Group 4, Census Tract 116.38, Fulton County, Georgia,923,54,869,854,670,52,5,15
-1,131210116572000.000000000000000,Block 2000, Block Group 2, Census Tract 116.57, Fulton County, Georgia,923,91,832,782,459,106,6,50
-1,131210101361000.000000000000000,Block 1000, Block Group 1, Census Tract 101.36, Fulton County, Georgia,922,528,394,378,302,30,5,16
-1,131210116421000.000000000000000,Block 1000, Block Group 1, Census Tract 116.42, Fulton County, Georgia,921,71,850,836,485,168,0,14
-1,131210116541000.000000000000000,Block 1000, Block Group 1, Census Tract 116.54, Fulton County, Georgia,913,89,824,816,408,317,8,8
-1,131210116482001.000000000000000,Block 2001, Block Group 2, Census Tract 116.48, Fulton County, Georgia,912,34,878,855,191,60,0,23
-1,131210094082005.000000000000000,Block 2005, Block Group 2, Census Tract 94.08, Fulton County, Georgia,910,106,804,769,309,290,16,35
-1,131210092031000.000000000000000,Block 1000, Block Group 1, Census Tract 92.03, Fulton County, Georgia,905,85,820,800,419,284,1,20
-1,131210077102001.000000000000000,Block 2001, Block Group 2, Census Tract 77.10, Fulton County, Georgia,902,18,884,865,8,852,0,19
-1,131210105292006.000000000000000,Block 2006, Block Group 2, Census Tract 105.29, Fulton County, Georgia,898,19,879,856,13,836,5,23
-1,131210091032000.000000000000000,Block 2000, Block Group 2, Census Tract 91.03, Fulton County, Georgia,897,79,818,792,579,140,6,26
-1,131210116452000.000000000000000,Block 2000, Block Group 2, Census Tract 116.45, Fulton County, Georgia,895,91,804,736,439,98,15,68
-1,131210101323000.000000000000000,Block 3000, Block Group 3, Census Tract 101.32, Fulton County, Georgia,892,80,812,786,344,273,15,26
-1,131210114413002.000000000000000,Block 3002, Block Group 3, Census Tract 114.41, Fulton County, Georgia,891,166,725,690,503,130,14,35
-1,131210100031007.000000000000000,Block 1007, Block Group 1, Census Tract 100.03, Fulton County, Georgia,887,55,832,810,683,79,2,22
-1,131210114312000.000000000000000,Block 2000, Block Group 2, Census Tract 114.31, Fulton County, Georgia,885,790,95,90,46,43,0,5
-1,131210043001000.000000000000000,Block 1000, Block Group 1, Census Tract 43, Fulton County, Georgia,879,31,848,845,0,845,0,3
-1,131210067011000.000000000000000,Block 1000, Block Group 1, Census Tract 67.01, Fulton County, Georgia,879,22,857,847,26,819,0,10
-1,131210102124000.000000000000000,Block 4000, Block Group 4, Census Tract 102.12, Fulton County, Georgia,879,141,738,704,461,122,5,34
-1,131210101282001.000000000000000,Block 2001, Block Group 2, Census Tract 101.28, Fulton County, Georgia,876,540,336,318,95,190,2,18
-1,131210095032000.000000000000000,Block 2000, Block Group 2, Census Tract 95.03, Fulton County, Georgia,875,44,831,800,548,205,5,31
-1,131210103101006.000000000000000,Block 1006, Block Group 1, Census Tract 103.10, Fulton County, Georgia,874,30,844,793,39,748,2,51
-1,131210081033006.000000000000000,Block 3006, Block Group 3, Census Tract 81.03, Fulton County, Georgia,871,135,736,732,0,732,0,4
-1,131210091033000.000000000000000,Block 3000, Block Group 3, Census Tract 91.03, Fulton County, Georgia,867,52,815,764,504,142,1,51
-1,131210114292003.000000000000000,Block 2003, Block Group 2, Census Tract 114.29, Fulton County, Georgia,865,206,659,644,474,92,16,15
-1,131210079004001.000000000000000,Block 4001, Block Group 4, Census Tract 79, Fulton County, Georgia,860,2,858,857,7,848,2,1
-1,131210113072006.000000000000000,Block 2006, Block Group 2, Census Tract 113.07, Fulton County, Georgia,851,17,834,833,4,827,0,1
-1,131210114301001.000000000000000,Block 1001, Block Group 1, Census Tract 114.30, Fulton County, Georgia,851,343,508,493,144,306,21,15
-1,131210094092002.000000000000000,Block 2002, Block Group 2, Census Tract 94.09, Fulton County, Georgia,847,207,640,617,313,197,2,23
-1,131210004002009.000000000000000,Block 2009, Block Group 2, Census Tract 4, Fulton County, Georgia,842,39,803,775,652,66,0,28
-1,131210086022012.000000000000000,Block 2012, Block Group 2, Census Tract 86.02, Fulton County, Georgia,841,31,810,789,45,726,7,21
-1,131210102142000.000000000000000,Block 2000, Block Group 2, Census Tract 102.14, Fulton County, Georgia,836,132,704,674,221,412,15,30
-1,131210102171000.000000000000000,Block 1000, Block Group 1, Census Tract 102.17, Fulton County, Georgia,830,53,777,741,360,283,2,36
-1,131210070013000.000000000000000,Block 3000, Block Group 3, Census Tract 70.01, Fulton County, Georgia,829,33,796,793,9,779,2,3
-1,131210103131007.000000000000000,Block 1007, Block Group 1, Census Tract 103.13, Fulton County, Georgia,827,7,820,810,5,796,9,10
-1,131210099005004.000000000000000,Block 5004, Block Group 5, Census Tract 99, Fulton County, Georgia,825,50,775,740,623,62,3,35
-1,131210028011011.000000000000000,Block 1011, Block Group 1, Census Tract 28.01, Fulton County, Georgia,824,62,762,719,410,220,2,43
-1,131210095013009.000000000000000,Block 3009, Block Group 3, Census Tract 95.01, Fulton County, Georgia,824,26,798,781,617,136,1,17
-1,131210091062001.000000000000000,Block 2001, Block Group 2, Census Tract 91.06, Fulton County, Georgia,822,67,755,710,280,353,14,45
-1,131210116451000.000000000000000,Block 1000, Block Group 1, Census Tract 116.45, Fulton County, Georgia,822,82,740,718,349,217,0,22
-1,131210116612001.000000000000000,Block 2001, Block Group 2, Census Tract 116.61, Fulton County, Georgia,821,49,772,744,658,49,1,28
-1,131210100032000.000000000000000,Block 2000, Block Group 2, Census Tract 100.03, Fulton County, Georgia,818,61,757,740,466,142,0,17
-1,131210101353000.000000000000000,Block 3000, Block Group 3, Census Tract 101.35, Fulton County, Georgia,818,330,488,461,76,327,14,27
-1,131210076032001.000000000000000,Block 2001, Block Group 2, Census Tract 76.03, Fulton County, Georgia,816,8,808,793,5,783,3,15
-1,131210114441002.000000000000000,Block 1002, Block Group 1, Census Tract 114.44, Fulton County, Georgia,814,24,790,758,598,24,4,32
-1,131210017022003.000000000000000,Block 2003, Block Group 2, Census Tract 17.02, Fulton County, Georgia,811,55,756,730,577,68,0,26
-1,131210116351001.000000000000000,Block 1001, Block Group 1, Census Tract 116.35, Fulton County, Georgia,810,11,799,785,222,104,3,14
-1,131210116592001.000000000000000,Block 2001, Block Group 2, Census Tract 116.59, Fulton County, Georgia,806,27,779,731,390,86,0,48
-1,131210101151000.000000000000000,Block 1000, Block Group 1, Census Tract 101.15, Fulton County, Georgia,805,13,792,763,686,25,0,29
-1,131210105183000.000000000000000,Block 3000, Block Group 3, Census Tract 105.18, Fulton County, Georgia,805,7,798,777,10,758,7,21
-1,131210106031002.000000000000000,Block 1002, Block Group 1, Census Tract 106.03, Fulton County, Georgia,802,8,794,790,28,761,1,4
-1,131210113073005.000000000000000,Block 3005, Block Group 3, Census Tract 113.07, Fulton County, Georgia,801,11,790,777,4,773,0,13
-1,131210078063000.000000000000000,Block 3000, Block Group 3, Census Tract 78.06, Fulton County, Georgia,799,8,791,776,3,760,11,15
-1,131210089072001.000000000000000,Block 2001, Block Group 2, Census Tract 89.07, Fulton County, Georgia,798,52,746,727,381,307,0,19
-1,131210114331001.000000000000000,Block 1001, Block Group 1, Census Tract 114.33, Fulton County, Georgia,798,24,774,725,649,40,6,49
-1,131210099004000.000000000000000,Block 4000, Block Group 4, Census Tract 99, Fulton County, Georgia,791,33,758,727,576,91,8,31
-1,131210103111000.000000000000000,Block 1000, Block Group 1, Census Tract 103.11, Fulton County, Georgia,789,26,763,759,25,727,4,4
-1,131210105262004.000000000000000,Block 2004, Block Group 2, Census Tract 105.26, Fulton County, Georgia,789,33,756,745,9,733,3,11
-1,131210114241006.000000000000000,Block 1006, Block Group 1, Census Tract 114.24, Fulton County, Georgia,789,89,700,683,458,182,10,17
-1,131210010022006.000000000000000,Block 2006, Block Group 2, Census Tract 10.02, Fulton County, Georgia,788,59,729,704,610,54,1,25
-1,131210113062002.000000000000000,Block 2002, Block Group 2, Census Tract 113.06, Fulton County, Georgia,788,11,777,766,11,752,3,11
-1,131210114171003.000000000000000,Block 1003, Block Group 1, Census Tract 114.17, Fulton County, Georgia,785,72,713,693,617,49,0,20
-1,131210077051007.000000000000000,Block 1007, Block Group 1, Census Tract 77.05, Fulton County, Georgia,782,1,781,777,0,773,4,4
-1,131210091043002.000000000000000,Block 3002, Block Group 3, Census Tract 91.04, Fulton County, Georgia,779,35,744,716,534,148,6,28
-1,131210018012002.000000000000000,Block 2002, Block Group 2, Census Tract 18.01, Fulton County, Georgia,774,59,715,695,417,184,5,20
-1,131210076033020.000000000000000,Block 3020, Block Group 3, Census Tract 76.03, Fulton County, Georgia,773,11,762,751,11,739,1,11
-1,131210114161000.000000000000000,Block 1000, Block Group 1, Census Tract 114.16, Fulton County, Georgia,771,46,725,696,569,59,7,29
-1,131210115102006.000000000000000,Block 2006, Block Group 2, Census Tract 115.10, Fulton County, Georgia,768,31,737,711,585,31,1,26
-1,131210011011001.000000000000000,Block 1001, Block Group 1, Census Tract 11.01, Fulton County, Georgia,763,56,707,686,479,94,3,21
-1,131210116401005.000000000000000,Block 1005, Block Group 1, Census Tract 116.40, Fulton County, Georgia,761,119,642,631,162,107,8,11
-1,131210050002014.000000000000000,Block 2014, Block Group 2, Census Tract 50, Fulton County, Georgia,759,32,727,714,302,373,2,13
-1,131210089054000.000000000000000,Block 4000, Block Group 4, Census Tract 89.05, Fulton County, Georgia,758,46,712,688,469,147,6,24
-1,131210114421000.000000000000000,Block 1000, Block Group 1, Census Tract 114.42, Fulton County, Georgia,757,105,652,619,361,212,0,33
-1,131210055031000.000000000000000,Block 1000, Block Group 1, Census Tract 55.03, Fulton County, Georgia,754,11,743,735,6,726,1,8
-1,131210089032000.000000000000000,Block 2000, Block Group 2, Census Tract 89.03, Fulton County, Georgia,751,53,698,669,289,302,0,29
-1,131210044001005.000000000000000,Block 1005, Block Group 1, Census Tract 44, Fulton County, Georgia,749,5,744,736,2,734,0,8
-1,131210114302000.000000000000000,Block 2000, Block Group 2, Census Tract 114.30, Fulton County, Georgia,749,393,356,346,133,192,2,10
-1,131210103062003.000000000000000,Block 2003, Block Group 2, Census Tract 103.06, Fulton County, Georgia,748,12,736,723,6,710,2,13
-1,131210078093001.000000000000000,Block 3001, Block Group 3, Census Tract 78.09, Fulton County, Georgia,746,2,744,741,1,735,0,3
-1,131210038001020.000000000000000,Block 1020, Block Group 1, Census Tract 38, Fulton County, Georgia,741,2,739,738,0,738,0,1
-1,131210116282000.000000000000000,Block 2000, Block Group 2, Census Tract 116.28, Fulton County, Georgia,741,39,702,684,355,96,1,18
-1,131210116361000.000000000000000,Block 1000, Block Group 1, Census Tract 116.36, Fulton County, Georgia,741,30,711,700,59,42,46,11
-1,131210114463000.000000000000000,Block 3000, Block Group 3, Census Tract 114.46, Fulton County, Georgia,740,12,728,711,653,35,4,17
-1,131210096052003.000000000000000,Block 2003, Block Group 2, Census Tract 96.05, Fulton County, Georgia,738,59,679,660,466,140,5,19
-1,131210114222002.000000000000000,Block 2002, Block Group 2, Census Tract 114.22, Fulton County, Georgia,738,111,627,591,315,267,5,36
-1,131210101252005.000000000000000,Block 2005, Block Group 2, Census Tract 101.25, Fulton County, Georgia,735,75,660,629,206,320,12,31
-1,131210105222030.000000000000000,Block 2030, Block Group 2, Census Tract 105.22, Fulton County, Georgia,735,19,716,707,2,703,1,9
-1,131210068021005.000000000000000,Block 1005, Block Group 1, Census Tract 68.02, Fulton County, Georgia,734,15,719,716,3,712,0,3
-1,131210116512008.000000000000000,Block 2008, Block Group 2, Census Tract 116.51, Fulton County, Georgia,734,49,685,670,216,98,2,15
-1,131210096011002.000000000000000,Block 1002, Block Group 1, Census Tract 96.01, Fulton County, Georgia,728,113,615,597,496,55,3,18
-1,131210078083000.000000000000000,Block 3000, Block Group 3, Census Tract 78.08, Fulton County, Georgia,725,4,721,721,1,720,0,0
